Name,Link,Rating,Review Count,Great for walkers,Restaurants,Attractions,Excellent,Very good,Average,Poor,Terrible,Picture
805. The Pillar Hotel,https://tripadvisor.in/Hotel_Review-g186338-d3317111-Reviews-The_Pillar_Hotel-London_England.html,4.5 of 5 bubbles,165 reviews,56,83,7,93,50,9,2,11, (71)
806. Vincent House,https://tripadvisor.in/Hotel_Review-g186338-d12097160-Reviews-Vincent_House-London_England.html,4.5 of 5 bubbles,63 reviews,98,119,45,40,17,2,2,2, (44)
807. Nell Gwynn House,https://tripadvisor.in/Hotel_Review-g186338-d2265511-Reviews-Nell_Gwynn_House-London_England.html,3.5 of 5 bubbles,467 reviews,93,94,36,148,158,73,34,54, (149)
808. The Clerk & Well Pub,https://tripadvisor.in/Hotel_Review-g186338-d7772879-Reviews-The_Clerk_Well_Pub-London_England.html,4.5 of 5 bubbles,107 reviews,100,209,101,73,29,4,1,0, (31)
809. Redchurch Townhouse,https://tripadvisor.in/Hotel_Review-g186338-d15200081-Reviews-Redchurch_Townhouse-London_England.html,4.5 of 5 bubbles,34 reviews,100,319,92,27,4,1,0,2, (70)
810. Belsize Park Apartments,https://tripadvisor.in/Hotel_Review-g186338-d2347271-Reviews-Belsize_Park_Apartments-London_England.html,4.5 of 5 bubbles,50 reviews,71,25,3,32,16,1,0,1, (26)
Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
872. The Union Jack Club,https://tripadvisor.in/Hotel_Review-g186338-d3847370-Reviews-The_Union_Jack_Club-London_England.html,4.5 of 5 bubbles,893 reviews,100,192,45,627,204,41,13,8, (326)
873. Dean Street Townhouse,https://tripadvisor.in/Hotel_Review-g186338-d1626124-Reviews-Dean_Street_Townhouse-London_England.html,4.5 of 5 bubbles,851 reviews,100,1049,409,579,175,60,26,11, (254)
874. The Highbury Centre,https://tripadvisor.in/Hotel_Review-g186338-d243173-Reviews-The_Highbury_Centre-London_England.html,4.5 of 5 bubbles,140 reviews,75,171,28,79,49,10,2,0, (41)
875. Cherry Court Hotel,https://tripadvisor.in/Hotel_Review-g186338-d290585-Reviews-Cherry_Court_Hotel-London_England.html,4 of 5 bubbles,620 reviews,94,181,28,231,282,74,23,10, (282)
876. YHA London Oxford Street,https://tripadvisor.in/Hotel_Review-g186338-d282830-Reviews-YHA_London_Oxford_Street-London_England.html,4.5 of 5 bubbles,930 reviews,100,857,268,503,337,71,10,9, (296)
877. Griffin House Holiday Apartments,https://tripadvisor.in/Hotel_Review-g186338-d603504-Reviews-Griffin_House_Holiday_Apartments-London_England.html,5 of 5 bubbles,214 reviews,66,23,4,201,10,2,1,0, (269)
878. Staycity Aparthotels Deptford Bridge Station,https://tripadvisor.in/Hotel_Review-g186338-d6002637-Reviews-Staycity_Aparthotels_Deptford_Bridge_Station-London_England.html,4.5 of 5 bubbles,"1,310 reviews",76,49,3,744,404,93,37,32, (363)
879. Newington Court (Stoke Newington),https://tripadvisor.in/Hotel_Review-g186338-d6418483-Reviews-Newington_Court_Stoke_Newington-London_England.html,4.5 of 5 bubbles,127 reviews,65,126,18,99,25,0,1,2, (41)
880. Blakes Hotel,https://tripadvisor.in/Hotel_Review-g186338-d193135-Reviews-Blakes_Hotel-London_England.html,4 of 5 bubbles,731 reviews,93,93,13,453,124,59,61,34, (489)
Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
881. Celtic Hotel,https://tripadvisor.in/Hotel_Review-g186338-d734596-Reviews-Celtic_Hotel-London_England.html,4 of 5 bubbles,355 reviews,100,156,67,150,154,39,9,3, (76)
882. Devonshire Club By Mantis,https://tripadvisor.in/Hotel_Review-g186338-d10696254-Reviews-Devonshire_Club_By_Mantis-London_England.html,4.5 of 5 bubbles,253 reviews,100,427,77,169,49,25,3,7, (112)
883. Holland Park House,https://tripadvisor.in/Hotel_Review-g186338-d8017465-Reviews-Holland_Park_House-London_England.html,5 of 5 bubbles,105 reviews,80,22,7,102,3,0,0,0, (49)
884. The Lord Milner,https://tripadvisor.in/Hotel_Review-g186338-d654861-Reviews-The_Lord_Milner-London_England.html,4 of 5 bubbles,676 reviews,95,134,23,285,263,87,26,15, (185)
885. 108 Streathbourne Road,https://tripadvisor.in/Hotel_Review-g186338-d304671-Reviews-108_Streathbourne_Road-London_England.html,5 of 5 bubbles,186 reviews,56,97,8,171,13,1,1,0, (43)
886. Native Mayfair,https://tripadvisor.in/Hotel_Review-g186338-d3804051-Reviews-Native_Mayfair-London_England.html,4.5 of 5 bubbles,57 reviews,100,234,70,40,8,4,0,5, (243)
887. Palmers Lodge Swiss Cottage,https://tripadvisor.in/Hotel_Review-g186338-d612985-Reviews-Palmers_Lodge_Swiss_Cottage-London_England.html,4 of 5 bubbles,"2,087 reviews",82,55,9,899,776,241,97,74, (991)
888. The Coach House,https://tripadvisor.in/Hotel_Review-g186338-d1030575-Reviews-The_Coach_House-London_England.html,5 of 5 bubbles,108 reviews,65,31,3,94,12,2,0,0, (59)
"889. Lincoln Plaza London, Curio Collection by Hilton",https://tripadvisor.in/Hotel_Review-g186338-d12441410-Reviews-Lincoln_Plaza_London_Curio_Collection_by_Hilton-London_England.html,4.5 of 5 bubbles,180 reviews,81,65,3,130,24,15,5,6, (235)
890. Number 37,https://tripadvisor.in/Hotel_Review-g186338-d1097095-Reviews-Number_37-London_England.html,5 of 5 bubbles,160 reviews,88,98,28,140,17,2,1,0, (8)
891. NH London Kensington,https://tripadvisor.in/Hotel_Review-g186338-d617352-Reviews-NH_London_Kensington-London_England.html,4 of 5 bubbles,"2,131 reviews",92,77,10,874,867,247,79,64, (663)
892. The Main House,https://tripadvisor.in/Hotel_Review-g186338-d312098-Reviews-The_Main_House-London_England.html,4.5 of 5 bubbles,257 reviews,93,111,44,188,49,6,4,10, (55)
894. Davies Court (Canary Wharf),https://tripadvisor.in/Hotel_Review-g186338-d6417708-Reviews-Davies_Court_Canary_Wharf-London_England.html,4.5 of 5 bubbles,181 reviews,74,21,5,106,48,11,5,11, (69)
895. Kandara Guest House,https://tripadvisor.in/Hotel_Review-g186338-d253925-Reviews-Kandara_Guest_House-London_England.html,5 of 5 bubbles,140 reviews,76,38,3,113,25,2,0,0, (135)
896. Leinster House (Bayswater),https://tripadvisor.in/Hotel_Review-g186338-d282800-Reviews-Leinster_House_Bayswater-London_England.html,4.5 of 5 bubbles,60 reviews,95,129,17,40,15,1,1,3, (18)
898. House Close to Kings Cross,https://tripadvisor.in/Hotel_Review-g186338-d14178608-Reviews-House_Close_to_Kings_Cross-London_England.html,5 of 5 bubbles,20 reviews,91,94,22,20,0,0,0,0, (13)
"899. Holiday Inn Express London - Swiss Cottage, an IHG Hotel",https://tripadvisor.in/Hotel_Review-g186338-d534725-Reviews-Holiday_Inn_Express_London_Swiss_Cottage_an_IHG_Hotel-London_England.html,4 of 5 bubbles,"1,291 reviews",82,41,7,451,632,127,48,33, (506)
900. Iolanthe,https://tripadvisor.in/Hotel_Review-g186338-d2470667-Reviews-Iolanthe-London_England.html,4 of 5 bubbles,96 reviews,41,4736,927,43,41,7,2,3, (21)
Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
901. Torquay House (Royal Oak),https://tripadvisor.in/Hotel_Review-g186338-d577365-Reviews-Torquay_House_Royal_Oak-London_England.html,4.5 of 5 bubbles,106 reviews,80,37,6,82,16,4,2,2, (28)
902. Parklands B&B,https://tripadvisor.in/Hotel_Review-g186338-d1509882-Reviews-Parklands_B_B-London_England.html,5 of 5 bubbles,94 reviews,44,15,4,89,4,0,0,1, (49)
"903. Holiday Inn Express London - Vauxhall Nine Elms, an IHG Hotel",https://tripadvisor.in/Hotel_Review-g186338-d189739-Reviews-Holiday_Inn_Express_London_Vauxhall_Nine_Elms_an_IHG_Hotel-London_England.html,4 of 5 bubbles,569 reviews,72,33,3,188,260,85,20,16, (350)
904. SoHostel,https://tripadvisor.in/Hotel_Review-g186338-d7104673-Reviews-SoHostel-London_England.html,4 of 5 bubbles,909 reviews,100,935,294,344,341,129,49,46, (363)
905. Lynton Hotel London,https://tripadvisor.in/Hotel_Review-g186338-d279672-Reviews-Lynton_Hotel_London-London_England.html,4 of 5 bubbles,361 reviews,95,134,23,147,165,24,14,11, (89)
906. Railton House (Paddington),https://tripadvisor.in/Hotel_Review-g186338-d12132398-Reviews-Railton_House_Paddington-London_England.html,5 of 5 bubbles,76 reviews,98,127,17,68,7,0,0,1, (23)
907. The Fox Club Mayfair,https://tripadvisor.in/Hotel_Review-g186338-d224730-Reviews-The_Fox_Club_Mayfair-London_England.html,4.5 of 5 bubbles,194 reviews,100,227,130,114,59,14,5,2, (61)
908. Shoreditch House,https://tripadvisor.in/Hotel_Review-g186338-d1980221-Reviews-Shoreditch_House-London_England.html,4 of 5 bubbles,369 reviews,100,360,113,196,109,34,11,19, (71)
909. Her Majesty Hotel,https://tripadvisor.in/Hotel_Review-g186338-d552888-Reviews-Her_Majesty_Hotel-London_England.html,4.5 of 5 bubbles,299 reviews,92,153,22,164,100,20,5,10, (85)
910. Accommodation London Bridge,https://tripadvisor.in/Hotel_Review-g186338-d3357178-Reviews-Accommodation_London_Bridge-London_England.html,4 of 5 bubbles,292 reviews,76,37,11,102,143,33,7,7, (197)
Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
911. Best Western London Peckham Hotel,https://tripadvisor.in/Hotel_Review-g186338-d1153545-Reviews-Best_Western_London_Peckham_Hotel-London_England.html,4 of 5 bubbles,"1,457 reviews",65,23,7,524,430,265,117,121, (623)
912. Crescent Hotel,https://tripadvisor.in/Hotel_Review-g186338-d187679-Reviews-Crescent_Hotel-London_England.html,4 of 5 bubbles,311 reviews,100,174,61,95,138,58,18,2, (124)
913. The Wellness Home,https://tripadvisor.in/Hotel_Review-g186338-d810466-Reviews-The_Wellness_Home-London_England.html,5 of 5 bubbles,114 reviews,93,78,7,102,10,1,1,0, (121)
914. Temple Lodge Club,https://tripadvisor.in/Hotel_Review-g186338-d3299696-Reviews-Temple_Lodge_Club-London_England.html,4.5 of 5 bubbles,82 reviews,89,106,12,62,19,1,0,0, (97)
915. Thistle London Hyde Park Lancaster Gate,https://tripadvisor.in/Hotel_Review-g186338-d187571-Reviews-Thistle_London_Hyde_Park_Lancaster_Gate-London_England.html,4 of 5 bubbles,"1,261 reviews",94,99,20,455,482,165,84,75, (468)
"916. Holiday Inn London - Brent Cross, an IHG hotel",https://tripadvisor.in/Hotel_Review-g186338-d262453-Reviews-Holiday_Inn_London_Brent_Cross_an_IHG_hotel-London_England.html,4 of 5 bubbles,885 reviews,60,37,6,302,339,139,60,45, (137)
917. Europa House,https://tripadvisor.in/Hotel_Review-g186338-d192056-Reviews-Europa_House-London_England.html,4.5 of 5 bubbles,83 reviews,79,35,10,60,15,6,2,0, (100)
918. Palmers Lodge Hillspring,https://tripadvisor.in/Hotel_Review-g186338-d1754587-Reviews-Palmers_Lodge_Hillspring-London_England.html,4 of 5 bubbles,737 reviews,61,57,8,232,307,100,49,49, (387)
919. Belvedere House (Gloucester Road),https://tripadvisor.in/Hotel_Review-g186338-d7618350-Reviews-Belvedere_House_Gloucester_Road-London_England.html,4 of 5 bubbles,97 reviews,100,84,6,52,29,6,1,9, (47)
920. B and B In Barnes,https://tripadvisor.in/Hotel_Review-g186338-d598442-Reviews-B_and_B_In_Barnes-London_England.html,4.5 of 5 bubbles,129 reviews,48,47,10,102,23,2,0,2, (17)
921. Keslake Towers B&B,https://tripadvisor.in/Hotel_Review-g186338-d3451577-Reviews-Keslake_Towers_B_B-London_England.html,5 of 5 bubbles,81 reviews,76,86,8,80,0,1,0,0, (31)
922. Lidos Hotel,https://tripadvisor.in/Hotel_Review-g186338-d261738-Reviews-Lidos_Hotel-London_England.html,3.5 of 5 bubbles,940 reviews,92,95,20,193,454,184,57,52, (314)
923. YHA London Thameside,https://tripadvisor.in/Hotel_Review-g186338-d210771-Reviews-YHA_London_Thameside-London_England.html,3.5 of 5 bubbles,474 reviews,65,62,22,120,178,107,38,31, (301)
924. Kensington House Hotel,https://tripadvisor.in/Hotel_Review-g186338-d195219-Reviews-Kensington_House_Hotel-London_England.html,4 of 5 bubbles,477 reviews,97,95,25,133,198,101,29,16, (244)
925. The Harrington Residences,https://tripadvisor.in/Hotel_Review-g186338-d1154733-Reviews-The_Harrington_Residences-London_England.html,4 of 5 bubbles,382 reviews,99,129,14,125,150,64,21,22, (199)
926. Holiday Inn Express London City,https://tripadvisor.in/Hotel_Review-g186338-d189339-Reviews-Holiday_Inn_Express_London_City-London_England.html,3.5 of 5 bubbles,"1,638 reviews",100,267,90,297,737,407,113,84, (476)
927. Leigham Court Hotel,https://tripadvisor.in/Hotel_Review-g186338-d279740-Reviews-Leigham_Court_Hotel-London_England.html,4 of 5 bubbles,356 reviews,74,55,3,92,158,73,19,14, (227)
928. The Dictionary Hostel,https://tripadvisor.in/Hotel_Review-g186338-d3203951-Reviews-The_Dictionary_Hostel-London_England.html,4 of 5 bubbles,"1,321 reviews",99,279,87,484,415,230,85,107, (266)
929. Cheval Calico House,https://tripadvisor.in/Hotel_Review-g186338-d1803739-Reviews-Cheval_Calico_House-London_England.html,4.5 of 5 bubbles,42 reviews,100,262,83,29,10,1,1,1, (37)
930. London Tower Bridge Apartments,https://tripadvisor.in/Hotel_Review-g186338-d672610-Reviews-London_Tower_Bridge_Apartments-London_England.html,4 of 5 bubbles,92 reviews,100,124,38,32,45,7,3,5, (58)
Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
931. Best Western Victoria Palace,https://tripadvisor.in/Hotel_Review-g186338-d279648-Reviews-Best_Western_Victoria_Palace-London_England.html,3.5 of 5 bubbles,"1,810 reviews",94,127,21,375,801,434,121,79, (473)
932. Waterloo Hub Hotel & Suites,https://tripadvisor.in/Hotel_Review-g186338-d193058-Reviews-Waterloo_Hub_Hotel_Suites-London_England.html,4 of 5 bubbles,"3,199 reviews",94,54,15,664,"1,521",716,183,115, (750)
933. Holiday Inn Express London - Wimbledon South,https://tripadvisor.in/Hotel_Review-g186338-d224739-Reviews-Holiday_Inn_Express_London_Wimbledon_South-London_England.html,3.5 of 5 bubbles,793 reviews,63,67,9,177,335,186,57,38, (486)
934. Pepys Road B&B,https://tripadvisor.in/Hotel_Review-g186338-d309035-Reviews-Pepys_Road_B_B-London_England.html,5 of 5 bubbles,50 reviews,52,85,10,47,3,0,0,0, (6)
935. Best Western Palm Hotel,https://tripadvisor.in/Hotel_Review-g186338-d1025762-Reviews-Best_Western_Palm_Hotel-London_England.html,3.5 of 5 bubbles,959 reviews,41,19,0,268,370,159,80,82, (408)
936. Comfort Inn Buckingham Palace Road,https://tripadvisor.in/Hotel_Review-g186338-d279512-Reviews-Comfort_Inn_Buckingham_Palace_Road-London_England.html,3.5 of 5 bubbles,"1,389 reviews",94,150,21,304,562,331,116,76, (622)
937. Kensington Court Hotel Notting Hill,https://tripadvisor.in/Hotel_Review-g186338-d585390-Reviews-Kensington_Court_Hotel_Notting_Hill-London_England.html,4.5 of 5 bubbles,57 reviews,98,174,28,39,14,1,3,0, (46)
938. Pooters Bed & Breakfast,https://tripadvisor.in/Hotel_Review-g186338-d3681505-Reviews-Pooters_Bed_Breakfast-London_England.html,5 of 5 bubbles,64 reviews,69,25,5,56,8,0,0,0, (22)
939. Brook Hotel,https://tripadvisor.in/Hotel_Review-g186338-d4112524-Reviews-Brook_Hotel-London_England.html,4.5 of 5 bubbles,65 reviews,72,163,22,34,25,6,0,0, (30)
940. The Langorf Hotel,https://tripadvisor.in/Hotel_Review-g186338-d199864-Reviews-The_Langorf_Hotel-London_England.html,3.5 of 5 bubbles,703 reviews,79,26,5,185,298,124,51,45, (364)
Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
941. New Mansion House (Lancaster Gate),https://tripadvisor.in/Hotel_Review-g186338-d6364295-Reviews-New_Mansion_House_Lancaster_Gate-London_England.html,4.5 of 5 bubbles,61 reviews,96,133,19,38,17,4,2,0, (30)
942. Ruskin Hotel,https://tripadvisor.in/Hotel_Review-g186338-d3578909-Reviews-Ruskin_Hotel-London_England.html,3.5 of 5 bubbles,646 reviews,66,23,5,173,255,116,53,49, (385)
943. Bennys B and B,https://tripadvisor.in/Hotel_Review-g186338-d1762065-Reviews-Bennys_B_and_B-London_England.html,4 of 5 bubbles,191 reviews,74,25,2,98,61,17,4,11, (32)
944. Nottingham Place Hotel London,https://tripadvisor.in/Hotel_Review-g186338-d254579-Reviews-Nottingham_Place_Hotel_London-London_England.html,4 of 5 bubbles,377 reviews,100,144,52,140,122,46,34,35, (210)
945. High Road House,https://tripadvisor.in/Hotel_Review-g186338-d622489-Reviews-High_Road_House-London_England.html,4.5 of 5 bubbles,127 reviews,93,78,9,83,28,5,7,4, (50)
946. London Kensington Hotel,https://tripadvisor.in/Hotel_Review-g186338-d2360726-Reviews-London_Kensington_Hotel-London_England.html,3.5 of 5 bubbles,"1,979 reviews",96,91,9,492,754,403,197,133, (633)
947. 17 Homestead Rd,https://tripadvisor.in/Hotel_Review-g186338-d1809016-Reviews-17_Homestead_Rd-London_England.html,4.5 of 5 bubbles,95 reviews,75,74,12,77,12,5,1,0, (15)
948. Leicester House,https://tripadvisor.in/Hotel_Review-g186338-d1942356-Reviews-Leicester_House-London_England.html,4 of 5 bubbles,308 reviews,100,957,414,103,114,43,33,15, (388)
949. 122 Great Titchfield Street B&B,https://tripadvisor.in/Hotel_Review-g186338-d2459048-Reviews-122_Great_Titchfield_Street_B_B-London_England.html,4.5 of 5 bubbles,81 reviews,100,325,60,64,13,1,3,0, (25)
950. Fleet River Rooms,https://tripadvisor.in/Hotel_Review-g186338-d1847171-Reviews-Fleet_River_Rooms-London_England.html,5 of 5 bubbles,82 reviews,100,323,116,65,15,2,0,0, (43)
951. Best Western Burns Hotel Kensington,https://tripadvisor.in/Hotel_Review-g186338-d192138-Reviews-Best_Western_Burns_Hotel_Kensington-London_England.html,3.5 of 5 bubbles,"1,582 reviews",96,98,9,232,698,422,144,86, (681)
952. Civil Service Club,https://tripadvisor.in/Hotel_Review-g186338-d1541821-Reviews-Civil_Service_Club-London_England.html,4 of 5 bubbles,168 reviews,100,242,172,71,52,23,14,8, (51)
953. Sandeman-Allen House,https://tripadvisor.in/Hotel_Review-g186338-d3263815-Reviews-Sandeman_Allen_House-London_England.html,4 of 5 bubbles,118 reviews,97,111,15,57,28,24,4,5, (40)
954. Marlin Apartments Stratford,https://tripadvisor.in/Hotel_Review-g186338-d1236862-Reviews-Marlin_Apartments_Stratford-London_England.html,3.5 of 5 bubbles,573 reviews,79,59,6,198,156,75,52,92, (151)
955. The Whitechapel Hotel,https://tripadvisor.in/Hotel_Review-g186338-d3410421-Reviews-The_Whitechapel_Hotel-London_England.html,4 of 5 bubbles,321 reviews,96,78,12,84,128,75,19,15, (144)
956. Endsleigh Court,https://tripadvisor.in/Hotel_Review-g186338-d1427320-Reviews-Endsleigh_Court-London_England.html,4.5 of 5 bubbles,96 reviews,100,165,59,55,29,5,4,3, (50)
958. Circus Apartments,https://tripadvisor.in/Hotel_Review-g186338-d239655-Reviews-Circus_Apartments-London_England.html,4.5 of 5 bubbles,123 reviews,83,66,13,70,36,9,4,4, (56)
959. The Culpeper Bedrooms,https://tripadvisor.in/Hotel_Review-g186338-d10091877-Reviews-The_Culpeper_Bedrooms-London_England.html,4.5 of 5 bubbles,51 reviews,100,437,79,34,14,1,1,1, (50)
960. Crystal Palace Caravan and Motorhome Club Campsite,https://tripadvisor.in/Hotel_Review-g186338-d209156-Reviews-Crystal_Palace_Caravan_and_Motorhome_Club_Campsite-London_England.html,4 of 5 bubbles,116 reviews,49,53,15,54,41,14,2,5, (44)
Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
961. The Orange Hotel,https://tripadvisor.in/Hotel_Review-g186338-d2435383-Reviews-The_Orange_Hotel-London_England.html,4 of 5 bubbles,127 reviews,86,66,33,59,41,13,7,7, (37)
962. London Kings Hotel,https://tripadvisor.in/Hotel_Review-g186338-d291789-Reviews-London_Kings_Hotel-London_England.html,3.5 of 5 bubbles,226 reviews,100,133,28,49,102,55,9,11, (52)
963. The Plough,https://tripadvisor.in/Hotel_Review-g186338-d209144-Reviews-The_Plough-London_England.html,4.5 of 5 bubbles,82 reviews,59,53,4,49,20,7,5,1, (15)
